 Lista de Imóveis da Caixa;;Data de geração:;06/03/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
 8787701620785 ;SC ;LONTRAS ;CENTRO ; RUA GUSTAVO BOEHME, N. 95, Apto 22, BL C ;200.000,00;200.000,00;0.00;Não;Apartamento, 61.15 de área total, 53.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701620785
 1444419619510 ;SC ;MAFRA ;VILA FERROVIARIA ;RUA VICTOR CELESTINO DE OLIVEIRA, N. 246, LT 55 ;667.985,04;1.075.000,00;37.87;Sim;Casa, 0.00 de área total, 70.00 de área privativa, 639.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419619510
 8555533422607 ;SC ;MORRO DA FUMACA ;Capelinha ; AVENIDA CELESTE RECCO, N. 1470, Apto 304, BL 04 ;198.000,00;198.000,00;0.00;Não;Apartamento, 84.44 de área total, 62.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533422607
 8444405059524 ;SC ;NOVA ERECHIM ;Centro ; RUA MARECHAL CANDIDO RONDON, N. 227, LT 04 QD 43 ;257.000,00;257.000,00;0.00;Não;Casa, 99.56 de área total, 99.56 de área privativa, 560.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405059524
 8555532335786 ;SC ;PALHOCA ;ARIRIU DA FORMIGA ;RUA RAUL ANTONIO DA SILVA, N. 236, Apto 1014, BL10 ;140.828,35;233.000,00;39.56;Sim;Apartamento, 64.36 de área total, 57.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532335786
 8787717196899 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2050, Apto 203, BL 03 QD B1 LOT PQ VALE VERDE ;145.116,17;237.000,00;38.77;Não;Apartamento, 83.34 de área total, 46.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717196899
 8444406397865 ;SC ;PALHOCA ;GUARDA DO CUBATAO ;RUA JORGE MARCELINO COELHO, N. 795, Apto 404, ;178.448,00;280.000,00;36.27;Sim;Apartamento, 88.73 de área total, 72.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406397865
 8787704973859 ;SC ;PALHOCA ;SAO SEBASTIAO ;RUA LUIZ ALESSIO LENHANI, N. 84, Apto 305, BL 01 ;240.000,00;240.000,00;0.00;Não;Apartamento, 65.76 de área total, 55.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704973859
 8555523965977 ;SC ;PALHOCA ;GUARDA DO CUBATAO ;RUA NEREU GHIZONI, N. 880, Apto 11,  BL 20 ;191.000,00;191.000,00;0.00;Não;Apartamento, 52.19 de área total, 44.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523965977
 1444412500038 ;SC ;PALHOCA ;BARRA DO ARIRIU ;RUA JOAO VALERIO DE SOUZA, N. 154, LT 17 QD 04 CS 02 ;260.000,00;260.000,00;0.00;Não;Casa, 60.00 de área total, 58.55 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444412500038
 8444401649564 ;SC ;PALHOCA ;BARRA DO ARIRIU ;RUA NICOLAU SEVERIANO DE FARIAS, N. 47, Apto 101,  VAGA Nº 101 ;220.000,00;220.000,00;0.00;Não;Apartamento, 0.00 de área total, 49.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401649564
 8444422361020 ;SC ;PALHOCA ;BELA VISTA ;RUA BEATRIZ SUMAR AMORIM, N. 398, QD 10 LT 21 CS 02 RES CABARITA ;260.000,00;260.000,00;0.00;Não;Casa, 60.04 de área total, 57.80 de área privativa, 77.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422361020
 8444419622692 ;SC ;PALHOCA ;ARIRIU DA FORMIGA ;RUA RAUL ANTONIO DA SILVA, N. 236, Apto 1017, BL10 ;223.000,00;223.000,00;0.00;Não;Apartamento, 64.36 de área total, 57.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419622692
 8787715322510 ;SC ;PALHOCA ;NOVA PALHOCA ;RUA ERNESTO MEYER FILHO, N. 32, Apto 401, BL A VG 157 ;270.000,00;270.000,00;0.00;Não;Apartamento, 58.08 de área total, 50.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715322510
 8444426445865 ;SC ;PLANALTO ALEGRE ;CENTRO ; RUA OTILIO CHIARELLO, N. 123, LOTE 11 QUADRA 55 ;68.880,72;81.550,00;15.54;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 374.57 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426445865
 10216482 ;SC ;RIO NEGRINHO ;VILA NOVA ;RUA JOSEPH STRENZEL, N. 191 ;681.926,30;1.070.000,00;36.27;Não;Galpão, 0.00 de área total, 420.00 de área privativa, 612.76 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10216482
 1444419390386 ;SC ;SALETE ;SCHREIBER ; RUA  AUGUSTO SCWARTZ, N. 25, Apto 11, TERREO ;138.473,13;220.000,00;37.06;Sim;Apartamento, 56.24 de área total, 49.09 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419390386
 1555515138422 ;SC ;SANTO AMARO DA IMPERATRIZ ;CENTRO ; RUA SANTANA, N. 4671, ;1.600.000,00;1.600.000,00;0.00;Não;Casa, 459.19 de área total, 459.19 de área privativa, 2236.00 de área do terreno,  4 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555515138422
 1444420491778 ;SC ;SAO BENTO DO SUL ;RIO NEGRO ;RUA DANIELA PATRICIA MENGARDA, N. 132, Apto 02, ;305.000,00;305.000,00;0.00;Não;Apartamento, 71.31 de área total, 65.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420491778
 8444412034965 ;SC ;SAO BENTO DO SUL ;RIO VERMELHO ESTACAO ;RUA CARLOS MANOEL LINZMEYER, N. SN, CS 04 ;202.455,75;178.000,00;0.00;Não;Casa, 77.80 de área total, 77.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412034965
 1444419482868 ;SC ;SAO CRISTOVAO DO SUL ;centro ;  R AFONSO FAEDO, N. SN, 0 ;671.463,88;650.000,00;0.00;Não;Casa, 0.00 de área total, 194.02 de área privativa, 525.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419482868
 10215807 ;SC ;SAO FRANCISCO DO SUL ;ROCIO PEQUENO ;RUA JOSÉ LAERCIO THOMAZELLI, N. 00, QD 03, LT 06 ;172.074,86;270.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 450.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215807
 1444405740975 ;SC ;SAO FRANCISCO DO SUL ;AGUA BRANCA ;RUA JOAO PEREIRA DE SANT-ANNA, N. 60, CASA 06 ;520.000,00;520.000,00;0.00;Não;Casa, 111.17 de área total, 111.17 de área privativa, 248.40 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405740975
 8444422360717 ;SC ;SAO JOAO BATISTA ;TAJUBA II ; RUA LUCIA SOARES AZEVEDO, N. 50, Apto 101, ;132.970,97;220.000,00;39.56;Sim;Apartamento, 58.63 de área total, 52.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422360717
 8444429397942 ;SC ;SAO JOAO BATISTA ;Ribanceira do Sul ; RUA JOSÉ ANTONIO SOARES, N. 1650, Apto 401, BL E ;129.948,90;215.000,00;39.56;Não;Apartamento, 54.56 de área total, 47.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429397942
 8444413948014 ;SC ;SAO JOAO BATISTA ;CARMELO ; RUA OVIDEO MAZERA, N. 418, Apto 201, ;190.000,00;190.000,00;0.00;Não;Apartamento, 55.01 de área total, 50.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413948014
 1444402388715 ;SC ;SAO JOSE ;CAMPINAS ;AVENIDA BRIGADEIRO DA SILVA PAES, N. 181, Apto 201, BL A ;314.456,25;524.093,75;40.00;Não;Apartamento, 106.60 de área total, 81.91 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402388715
 8787702769154 ;SC ;SAO JOSE ;AREIAS ;RUA LOURIVAL LUIZ GOMES, N. 116, Apto 203, BL 17 VG 263 ;131.157,73;217.000,00;39.56;Não;Apartamento, 54.59 de área total, 48.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702769154
 8555502815372 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA MATHIAS SCHELL, N. 313, Apto 42,  BL 07 4ºPAV ;134.130,93;213.101,31;37.06;Sim;Apartamento, 0.00 de área total, 41.66 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502815372
 1787701862675 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 101, BL 05 VG 233 ;165.701,72;260.000,00;36.27;Não;Apartamento, 85.66 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701862675
 1787702466404 ;SC ;SAO JOSE ;NOSSA SENHORA DO ROSARIO ;AVENIDA IVO REIS MONTENEGRO, N. 262, Apto 601, ;870.000,00;870.000,00;0.00;Não;Apartamento, 136.86 de área total, 94.30 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702466404
 1444406412491 ;SC ;SAO JOSE ;ROCADO ; RUA E, N. S/N, LT 01 QD 05 ;450.000,00;450.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 517.72 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406412491
 8444424405246 ;SC ;SAO JOSE ;FORQUILHAS ;RUA MINHO, N. 126, CS 02 ;230.000,00;230.000,00;0.00;Não;Casa, 50.49 de área total, 48.89 de área privativa, 100.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424405246
 8787713975915 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 403, PAV 04, BL 23, VG58 ;268.000,00;268.000,00;0.00;Não;Apartamento, 0.00 de área total, 40.28 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713975915
 8787715255987 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 403, BL 11, VAGA N°456 ;260.000,00;260.000,00;0.00;Não;Apartamento, 76.62 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715255987
 8444434140083 ;SC ;SAO JOSE ;JARDIM CIDADE DE FLORIANOPOLIS ;RUA PEDRO BUNN, N. 1516, Apto 104, BL 01 ;407.192,31;400.000,00;0.00;Não;Apartamento, 100.20 de área total, 65.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434140083
 8787701707538 ;SC ;SAO JOSE ;AREIAS ;RUA LOURIVAL LUIZ GOMES, N. 116, Apto 103, BL 25 ;236.619,90;210.000,00;0.00;Não;Apartamento, 79.67 de área total, 48.34 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701707538
 1787701681050 ;SC ;SAO JOSE ;FORQUILHAS ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 101, BL 23 VAGA 72 ;227.989,79;190.500,00;0.00;Não;Apartamento, 77.93 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701681050
 8444414024134 ;SC ;TAIO ;PADRE EDUARDO ; RUA FRANCISCO TOMASONI, N. 1189, ;120.000,00;200.000,00;40.00;Não;Casa, 101.49 de área total, 63.60 de área privativa, 146.15 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414024134
 1555522444509 ;SC ;TAIO ;Seminário ; RODOVIA SC 302, N. 2200, 0, ;1.303.307,74;2.045.000,00;36.27;Sim;Casa, 825.00 de área total, 610.27 de área privativa, 6000.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555522444509
 8444416788573 ;SC ;TIJUCAS ;JOAIA ;R LINDAURA DOS SANTOS VARGAS, N. 143, CS 4 ;145.800,00;243.000,00;40.00;Não;Casa, 51.45 de área total, 51.45 de área privativa, 89.95 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416788573
 8555533574067 ;SC ;TIJUCAS ;AREIAS ;RUA MANOEL FURTUOSO, N. 129, Apto 102, BL B VG 12 ;295.000,00;295.000,00;0.00;Não;Apartamento, 65.09 de área total, 55.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533574067
 8444420811010 ;SC ;TIJUCAS ;JOAIA ;RUA AUGUSTO JOSE MORFELLE, N. 93, CS 01, LT 06 QD 8 ;365.711,84;365.711,84;0.00;Não;Casa, 53.59 de área total, 53.59 de área privativa, 92.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420811010
 8555518098365 ;SC ;TIMBO ;TIROLESES ;RUA TIROLESES, N. 1174, Apto 304, BL08, VG 61, PAV03 ;231.000,00;231.000,00;0.00;Não;Apartamento, 58.48 de área total, 46.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518098365
 1444413761048 ;SC ;TUBARAO ;VILA MOEMA ;AVENIDA RODOVALHO, N. 762, Apto 401, ;1.089.807,45;1.710.000,00;36.27;Sim;Apartamento, 0.00 de área total, 164.51 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 3 sala(s), cozinha, 3 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413761048
 8787700808950 ;SC ;TUBARAO ;SAO JOAO (MARGEM ESQUERDA) ;R EXPEDICIONARIO MIGUEL TEODORO GOULAR, N. 301, CS 10, BL L ;135.252,32;191.000,00;29.19;Não;Casa, 53.96 de área total, 52.64 de área privativa, 106.67 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700808950
 8444401496601 ;SC ;VIDEIRA ;CIDADE ALTA ;RUA THEODORO TURKOT, N. 67, CS 04 ;152.955,43;240.000,00;36.27;Sim;Casa, 82.82 de área total, 82.82 de área privativa, 70.04 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401496601
 8444413489575 ;SC ;VIDEIRA ;OFICINA ; R ANGELO ALBIERO, N. 418, CS, LT 32 QD B ;240.000,00;240.000,00;0.00;Não;Casa, 41.07 de área total, 41.07 de área privativa, 490.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413489575
 1444417607230 ;SC ;XANXERE ;SAO JORGE ;RUA RENATO MARCANTE, N. 106, LT 45, QD D ;341.787,54;595.881,72;42.65;Não;Casa, 0.00 de área total, 329.79 de área privativa, 371.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417607230
 8444417043210 ;SC ;XANXERE ;LOT BEM MORAR II ; RUA FLAVIO OSCAR FARDO, N. 241, LT 54 QD D ;428.753,19;690.000,00;37.87;Sim;Casa, 158.78 de área total, 48.78 de área privativa, 250.66 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417043210
